Trial_Number,Sampler,Objective_Value,datetime_start,datetime_complete,Duration,SVM_C,Classifier,Entropy_Delay,Denoiser,EMD_Threshold,Feature,HFD_Kmax,KNN_Metric,KNN_Neighbors,MLP_Learning_Rate,LR_C,MLP_Units,Entropy_Order,PCA_param,RF_MinSamplesSplit,RF_Estimators,SVM_Kernel,WPD_Threshold,WPD_Wavelet,Cache_Size,Classification_Time,SignalProcessing_Time,HPOptimization_Time,State,Random_Seed
120,TPE,0.117320407,53:26.9,53:28.7,0 days 00:00:01.773961,,RF,,EMD,0.55,COV,,,,,,,,0.8,510,62,,,,,,0.57,,PRUNED,0
121,TPE,0.64777,53:28.7,53:30.0,0 days 00:00:01.294120,,KNN,,EMD,0.6,COV,,minkowski,1,,,,,0.75,,,,,,61816.69,0.45,0.68,0.06467679,COMPLETE,0
122,TPE,0.72225,53:30.0,53:31.0,0 days 00:00:01.041117,,KNN,,EMD,0.5,COV,,minkowski,1,,,,,0.75,,,,,,61816.69,0.34,0.54,0.064325838,COMPLETE,0
123,TPE,0.77288,53:31.1,53:32.2,0 days 00:00:01.174819,,KNN,,EMD,0.45,COV,,minkowski,1,,,,,0.8,,,,,,61842.69,0.42,0.59,0.072483816,COMPLETE,0
124,TPE,0.581401409,53:32.2,53:33.1,0 days 00:00:00.825980,,KNN,,EMD,0.45,COV,,minkowski,2,,,,,0.75,,,,,,,,0.5,,PRUNED,0
125,TPE,0.573910947,53:33.1,53:33.9,0 days 00:00:00.841149,,KNN,,EMD,0.5,COV,,minkowski,2,,,,,0.75,,,,,,,,0.51,,PRUNED,0
126,TPE,0.77288,53:33.9,53:35.1,0 days 00:00:01.211471,,KNN,,EMD,0.45,COV,,minkowski,1,,,,,0.8,,,,,,61842.69,0.46,0.57,0.064232616,COMPLETE,0
127,TPE,0.78132,53:35.2,53:36.7,0 days 00:00:01.541004,,KNN,,EMD,0.4,COV,,euclidean,1,,,,,0.8,,,,,,61867.72,0.87,0.51,0.062030582,COMPLETE,0
128,TPE,0.492849845,53:36.7,53:37.6,0 days 00:00:00.917264,,KNN,,NONE,,COV,,euclidean,2,,,,,0.8,,,,,,,,0.45,,PRUNED,0
129,TPE,0.357108037,53:37.7,53:38.7,0 days 00:00:01.001996,,KNN,,EMD,0.4,COV,,euclidean,20,,,,,0.8,,,,,,,,0.52,,PRUNED,0
130,TPE,0.054065519,53:38.7,53:39.4,0 days 00:00:00.718692,,KNN,,EMD,0.35,STAT,,euclidean,1,,,,,0.8,,,,,,,,0.3,,PRUNED,0
131,TPE,0.74579,53:39.4,53:40.5,0 days 00:00:01.110858,,KNN,,EMD,0.45,COV,,minkowski,1,,,,,0.75,,,,,,61932.72,0.38,0.57,0.063292294,COMPLETE,0
132,TPE,0.7528,53:40.5,53:41.5,0 days 00:00:01.013975,,KNN,,EMD,0.4,COV,,minkowski,1,,,,,0.75,,,,,,61951.53,0.35,0.5,0.062779217,COMPLETE,0
133,TPE,0.60641,53:41.6,53:42.7,0 days 00:00:01.135202,,KNN,,EMD,0.4,COV,,minkowski,2,,,,,0.8,,,,,,61976.56,0.37,0.59,0.069572954,COMPLETE,0
134,TPE,0.80069,53:42.7,53:44.3,0 days 00:00:01.593433,,KNN,,EMD,0.35,COV,,euclidean,1,,,,,0.8,,,,,,62000.21,0.8,0.62,0.069191961,COMPLETE,0
135,TPE,0.63191,53:44.3,53:45.9,0 days 00:00:01.544707,,KNN,,EMD,0.35,COV,,euclidean,2,,,,,0.8,,,,,,62023.86,0.81,0.57,0.06288579,COMPLETE,0
136,TPE,0.164416338,53:45.9,53:46.7,0 days 00:00:00.818337,,KNN,,EMD,0.4,WAVE,,euclidean,1,,,,,0.8,,,,,,,,0.37,,PRUNED,0
137,TPE,0.61974,53:46.7,53:48.4,0 days 00:00:01.671388,,KNN,,EMD,0.25,COV,,euclidean,3,,,,,0.8,,,,,,62047.23,0.84,0.64,0.064220934,COMPLETE,0
138,TPE,0.056344513,53:48.4,54:17.2,0 days 00:00:28.772576,,KNN,,EMD,0.35,FRAC,11,euclidean,1,,,,,0.75,,,,,,,,28.39,,PRUNED,0
139,TPE,0.117385896,54:17.2,54:20.5,0 days 00:00:03.337919,0.000127937,SVM,,EMD,0.85,COV,,,,,,,,0.85,,,linear,,,,,0.9,,PRUNED,0
140,TPE,0.379222118,54:20.5,54:30.1,0 days 00:00:09.561405,,MLP,,EMD,0.2,COV,,,,0.0037756,,83,,0.8,,,,,,,,0.59,,PRUNED,0
141,TPE,0.74579,54:30.1,54:31.1,0 days 00:00:01.014814,,KNN,,EMD,0.45,COV,,minkowski,1,,,,,0.75,,,,,,62126.75,0.35,0.5,0.051901836,COMPLETE,0
142,TPE,0.74579,54:31.1,54:32.3,0 days 00:00:01.145405,,KNN,,EMD,0.45,COV,,minkowski,1,,,,,0.75,,,,,,62126.75,0.37,0.62,0.066372185,COMPLETE,0
143,TPE,0.74579,54:32.3,54:33.4,0 days 00:00:01.069162,,KNN,,EMD,0.45,COV,,minkowski,1,,,,,0.75,,,,,,62126.75,0.36,0.51,0.067134171,COMPLETE,0
144,TPE,0.7528,54:33.4,54:34.5,0 days 00:00:01.120460,,KNN,,EMD,0.4,COV,,minkowski,1,,,,,0.75,,,,,,62126.75,0.35,0.58,0.07653717,COMPLETE,0
145,TPE,0.456007162,54:34.5,54:35.4,0 days 00:00:00.914288,,KNN,,EMD,0.35,COV,,minkowski,6,,,,,0.75,,,,,,,,0.58,,PRUNED,0
146,TPE,0.615159376,54:35.4,54:36.3,0 days 00:00:00.886466,,KNN,,EMD,0.4,COV,,minkowski,2,,,,,0.8,,,,,,,,0.57,,PRUNED,0
147,TPE,0.7528,54:36.3,54:37.3,0 days 00:00:00.997765,,KNN,,EMD,0.4,COV,,minkowski,1,,,,,0.75,,,,,,62144.31,0.33,0.5,0.064717321,COMPLETE,0
148,TPE,0.605339059,54:37.4,54:38.3,0 days 00:00:00.965105,,KNN,,EMD,0.4,COV,,euclidean,2,,,,,0.75,,,,,,,,0.49,,PRUNED,0
149,TPE,0.177674144,54:38.3,54:39.4,0 days 00:00:01.084624,,LR,,EMD,0.25,COV,,,,,0.732406686,,,0.8,,,,,,,,0.53,,PRUNED,0
150,TPE,0.195256438,54:39.4,54:42.1,0 days 00:00:02.714893,,RF,,EMD,0.35,COV,,,,,,,,0.5,10,252,,,,,,0.47,,PRUNED,0
151,TPE,0.77985,54:42.2,54:43.1,0 days 00:00:00.989611,,KNN,,EMD,0.3,COV,,minkowski,1,,,,,0.75,,,,,,62186.91,0.33,0.5,0.063328295,COMPLETE,0
152,TPE,0.77985,54:43.2,54:44.2,0 days 00:00:01.014430,,KNN,,EMD,0.3,COV,,minkowski,1,,,,,0.75,,,,,,62186.91,0.35,0.5,0.062373667,COMPLETE,0
153,TPE,0.77985,54:44.2,54:45.3,0 days 00:00:01.125391,,KNN,,EMD,0.3,COV,,minkowski,1,,,,,0.75,,,,,,62186.91,0.33,0.62,0.066296606,COMPLETE,0
154,TPE,0.570844945,54:45.3,54:46.3,0 days 00:00:00.955033,,KNN,,EMD,0.3,COV,,minkowski,2,,,,,0.7,,,,,,,,0.63,,PRUNED,0
155,TPE,0.79647,54:46.3,54:47.4,0 days 00:00:01.110534,,KNN,,EMD,0.25,COV,,minkowski,1,,,,,0.8,,,,,,62208.76,0.41,0.53,0.074463644,COMPLETE,0
156,TPE,0.405729386,54:47.4,54:48.2,0 days 00:00:00.757242,,KNN,,NONE,,COV,,minkowski,15,,,,,0.85,,,,,,,,0.44,,PRUNED,0
157,TPE,0.79647,54:48.2,54:49.2,0 days 00:00:01.036287,,KNN,,EMD,0.25,COV,,minkowski,1,,,,,0.8,,,,,,62226.46,0.36,0.51,0.064227848,COMPLETE,0
158,TPE,0.638813056,54:49.2,54:50.2,0 days 00:00:00.905263,,KNN,,EMD,0.25,COV,,minkowski,2,,,,,0.8,,,,,,,,0.6,,PRUNED,0
159,TPE,0.058308117,54:50.2,54:50.7,0 days 00:00:00.557981,,KNN,,EMD,0.2,STAT,,minkowski,3,,,,,0.8,,,,,,,,0.27,,PRUNED,0
160,TPE,0.80934,54:50.7,54:51.8,0 days 00:00:01.109759,,KNN,,EMD,0.3,COV,,minkowski,1,,,,,0.85,,,,,,62286.2,0.41,0.53,0.06334856,COMPLETE,0
161,TPE,0.80934,54:51.9,54:53.1,0 days 00:00:01.209762,,KNN,,EMD,0.3,COV,,minkowski,1,,,,,0.85,,,,,,62286.2,0.46,0.57,0.064165859,COMPLETE,0
162,TPE,0.80934,54:53.1,54:54.2,0 days 00:00:01.161924,,KNN,,EMD,0.3,COV,,minkowski,1,,,,,0.85,,,,,,62286.2,0.44,0.54,0.063200026,COMPLETE,0
163,TPE,0.80934,54:54.3,54:55.5,0 days 00:00:01.181403,,KNN,,EMD,0.3,COV,,minkowski,1,,,,,0.85,,,,,,62286.2,0.4,0.57,0.068421154,COMPLETE,0
164,TPE,0.80934,54:55.5,54:56.7,0 days 00:00:01.194896,,KNN,,EMD,0.3,COV,,minkowski,1,,,,,0.85,,,,,,62286.2,0.42,0.6,0.064349918,COMPLETE,0
165,TPE,0.641284222,54:56.7,54:57.5,0 days 00:00:00.834343,,KNN,,EMD,0.3,COV,,minkowski,2,,,,,0.85,,,,,,,,0.5,,PRUNED,0
166,TPE,0.80934,54:57.5,54:58.6,0 days 00:00:01.069306,,KNN,,EMD,0.3,COV,,minkowski,1,,,,,0.85,,,,,,62316.21,0.35,0.52,0.064116745,COMPLETE,0
167,TPE,0.80934,54:58.6,54:59.7,0 days 00:00:01.088144,,KNN,,EMD,0.3,COV,,minkowski,1,,,,,0.85,,,,,,62316.21,0.41,0.5,0.063680916,COMPLETE,0
168,TPE,0.190143324,54:59.7,55:00.4,0 days 00:00:00.718833,,KNN,,EMD,0.3,WAVE,,minkowski,2,,,,,0.85,,,,,,,,0.42,,PRUNED,0
169,TPE,0.80598,55:00.4,55:02.0,0 days 00:00:01.511907,,KNN,,EMD,0.25,COV,,euclidean,1,,,,,0.85,,,,,,62348.02,0.83,0.51,0.068887024,COMPLETE,0
170,TPE,0.11996078,55:02.0,55:32.4,0 days 00:00:30.415466,,KNN,,EMD,0.25,FRAC,31,euclidean,2,,,,,0.85,,,,,,,,29.94,,PRUNED,0
171,TPE,0.80934,55:32.4,55:33.9,0 days 00:00:01.541928,,KNN,,EMD,0.3,COV,,euclidean,1,,,,,0.85,,,,,,62396.42,0.87,0.5,0.062320976,COMPLETE,0
172,TPE,0.80934,55:34.0,55:35.6,0 days 00:00:01.598513,,KNN,,EMD,0.3,COV,,euclidean,1,,,,,0.85,,,,,,62396.42,0.85,0.56,0.065888433,COMPLETE,0
173,TPE,0.80598,55:35.6,55:37.1,0 days 00:00:01.485368,,KNN,,EMD,0.25,COV,,euclidean,1,,,,,0.85,,,,,,62396.42,0.82,0.5,0.063274651,COMPLETE,0
174,TPE,0.80598,55:37.1,55:38.6,0 days 00:00:01.508714,,KNN,,EMD,0.25,COV,,euclidean,1,,,,,0.85,,,,,,62396.42,0.81,0.51,0.066803484,COMPLETE,0
175,TPE,0.377896072,55:38.6,55:39.6,0 days 00:00:01.013482,,KNN,,EMD,0.25,COV,,euclidean,13,,,,,0.85,,,,,,,,0.5,,PRUNED,0
176,TPE,0.80598,55:39.6,55:41.2,0 days 00:00:01.585496,,KNN,,EMD,0.25,COV,,euclidean,1,,,,,0.85,,,,,,62425.47,0.86,0.54,0.06436923,COMPLETE,0
177,TPE,0.63757007,55:41.2,55:42.3,0 days 00:00:01.077843,,KNN,,EMD,0.25,COV,,euclidean,2,,,,,0.85,,,,,,,,0.5,,PRUNED,0
178,TPE,0.80457,55:42.3,55:43.8,0 days 00:00:01.511248,,KNN,,EMD,0.2,COV,,euclidean,1,,,,,0.85,,,,,,62483,0.82,0.53,0.065476208,COMPLETE,0
179,TPE,0.354220536,55:43.8,56:03.0,0 days 00:00:19.136775,7.022437451,SVM,,EMD,0.2,COV,,,,,,,,0.85,,,rbf,,,,,0.56,,PRUNED,0
180,TPE,0.150149332,56:03.0,56:06.6,0 days 00:00:03.612267,,MLP,,EMD,0.25,COV,,,,0.015216747,,3,,0.85,,,,,,,,0.54,,PRUNED,0
181,TPE,0.80598,56:06.6,56:08.1,0 days 00:00:01.520226,,KNN,,EMD,0.25,COV,,euclidean,1,,,,,0.85,,,,,,62540.53,0.79,0.55,0.064226179,COMPLETE,0
182,TPE,0.80457,56:08.2,56:09.8,0 days 00:00:01.665823,,KNN,,EMD,0.2,COV,,euclidean,1,,,,,0.85,,,,,,62540.53,0.86,0.61,0.06394866,COMPLETE,0
183,TPE,0.409401676,56:09.8,56:11.0,0 days 00:00:01.141081,,KNN,,EMD,0.15,COV,,euclidean,10,,,,,0.9,,,,,,,,0.6,,PRUNED,0
184,TPE,0.80598,56:11.0,56:12.5,0 days 00:00:01.554581,,KNN,,EMD,0.25,COV,,euclidean,1,,,,,0.85,,,,,,62572.33,0.86,0.52,0.065103321,COMPLETE,0
185,TPE,0.649897186,56:12.6,56:13.6,0 days 00:00:01.059224,,KNN,,EMD,0.2,COV,,euclidean,2,,,,,0.85,,,,,,,,0.57,,PRUNED,0
186,TPE,0.80934,56:13.6,56:15.4,0 days 00:00:01.732373,,KNN,,EMD,0.3,COV,,euclidean,1,,,,,0.85,,,,,,62600.82,0.85,0.58,0.171882896,COMPLETE,0
187,TPE,0.80934,56:15.4,56:16.9,0 days 00:00:01.542083,,KNN,,EMD,0.3,COV,,euclidean,1,,,,,0.85,,,,,,62600.82,0.85,0.51,0.06215766,COMPLETE,0
188,TPE,0.641284222,56:16.9,56:17.9,0 days 00:00:00.994329,,KNN,,EMD,0.3,COV,,euclidean,2,,,,,0.85,,,,,,,,0.49,,PRUNED,0
189,TPE,0.68275085,56:17.9,56:19.3,0 days 00:00:01.392161,,KNN,,EMD,0.1,COV,,euclidean,1,,,,,0.85,,,,,,,,0.87,,PRUNED,0
190,TPE,0.167555481,56:19.3,56:20.5,0 days 00:00:01.169599,,LR,,EMD,0.3,COV,,,,,0.998446428,,,0.9,,,,,,,,0.51,,PRUNED,0
191,TPE,0.80934,56:20.5,56:22.1,0 days 00:00:01.559348,,KNN,,EMD,0.3,COV,,euclidean,1,,,,,0.85,,,,,,62688.64,0.88,0.5,0.063414602,COMPLETE,0
192,TPE,0.80457,56:22.1,56:23.6,0 days 00:00:01.534617,,KNN,,EMD,0.2,COV,,euclidean,1,,,,,0.85,,,,,,62688.64,0.83,0.52,0.067543058,COMPLETE,0
193,TPE,0.80598,56:23.7,56:25.3,0 days 00:00:01.612706,,KNN,,EMD,0.25,COV,,euclidean,1,,,,,0.85,,,,,,62688.64,0.84,0.58,0.065826206,COMPLETE,0
194,TPE,0.80934,56:25.3,56:26.8,0 days 00:00:01.546849,,KNN,,EMD,0.3,COV,,euclidean,1,,,,,0.85,,,,,,62688.64,0.85,0.5,0.064087658,COMPLETE,0
195,TPE,0.641284222,56:26.8,56:27.8,0 days 00:00:01.002007,,KNN,,EMD,0.3,COV,,euclidean,2,,,,,0.85,,,,,,,,0.5,,PRUNED,0
196,TPE,0.78486,56:27.9,56:29.4,0 days 00:00:01.557366,,KNN,,EMD,0.25,COV,,euclidean,1,,,,,0.9,,,,,,62726.94,0.85,0.52,0.063314943,COMPLETE,0
197,TPE,0.167784085,56:29.4,56:31.9,0 days 00:00:02.487387,,RF,,EMD,0.3,COV,,,,,,,,0.85,510,142,,,,,,0.5,,PRUNED,0
198,TPE,0.80002,56:31.9,56:33.5,0 days 00:00:01.539047,,KNN,,EMD,0.35,COV,,euclidean,1,,,,,0.85,,,,,,62788.07,0.81,0.55,0.063638,COMPLETE,0
199,TPE,0.63757007,56:33.5,56:34.6,0 days 00:00:01.119062,,KNN,,EMD,0.25,COV,,euclidean,2,,,,,0.85,,,,,,,,0.51,,PRUNED,0
0,TPE,0.02308,22:59.6,25:24.2,0 days 00:02:24.614481,,MLP,5,WPD,,ENT,,,,0.021924769,,1,8,0.95,,,,0.85,sym9,708.02,2.93,141.58,0.106722908,COMPLETE,1
1,TPE,0.00132,25:24.2,26:18.2,0 days 00:00:53.951558,1.489801336,SVM,,NONE,,FRAC,31,,,,,,,0.85,,,sigmoid,,,728.91,24.21,29.65,0.045739193,COMPLETE,1
2,TPE,0.00487,26:18.2,27:52.5,0 days 00:01:34.284198,0.074231464,SVM,,WPD,,COV,,,,,,,,0.5,,,sigmoid,0.05,coif1,1176.19,18.62,75.57,0.041934032,COMPLETE,1
3,TPE,0.04236,27:52.5,29:03.1,0 days 00:01:10.665320,,MLP,,WPD,,STAT,,,,0.058426811,,77,,0.9,,,,0.9,sym9,1584.21,7.75,62.81,0.042224903,COMPLETE,1
4,TPE,0.13716,29:03.2,30:16.7,0 days 00:01:13.505688,,RF,,WPD,,WAVE,,,,,,,,0.8,510,102,,0.05,coif1,1664.69,2.41,71,0.042791624,COMPLETE,1
5,TPE,0.03216,30:16.7,31:28.9,0 days 00:01:12.244671,,RF,,NONE,,WAVE,,,,,,,,0.5,10,2,,,,1744.08,0.37,71.79,0.032039652,COMPLETE,1
6,TPE,0.47945,31:28.9,32:46.9,0 days 00:01:17.923988,,KNN,,WPD,,COV,,euclidean,8,,,,,0.9,,,,0.15,db6,2219.02,0.91,76.89,0.042519112,COMPLETE,1
7,TPE,0.11255,32:46.9,32:48.5,0 days 00:00:01.614647,,LR,,WPD,,WAVE,,,,,0.239923774,,,0.95,,,,0.05,coif1,2229.81,1,0.52,0.032088766,COMPLETE,1
8,TPE,0.003096747,32:48.5,32:53.5,0 days 00:00:05.002814,0.140795098,SVM,,NONE,,WAVE,,,,,,,,0.7,,,rbf,,,,,0.36,,PRUNED,1
9,TPE,0,32:53.5,34:31.9,0 days 00:01:38.317159,,MLP,,WPD,,WAVE,,,,0.079073806,,36,,0.6,,,,0.4,db6,,,97.7,,PRUNED,1
10,TPE,0.41736,34:31.9,37:33.3,0 days 00:03:01.428947,,KNN,,EMD,0.3,COV,,euclidean,8,,,,,0.7,,,,,,5833.97,0.75,180.56,0.047305841,COMPLETE,1
11,TPE,0.40802,37:33.3,38:26.1,0 days 00:00:52.802005,,KNN,,EMD,0.2,COV,,euclidean,8,,,,,0.7,,,,,,6290.67,1.13,51.56,0.051126499,COMPLETE,1
12,TPE,0.34893,38:26.1,39:20.9,0 days 00:00:54.757505,,KNN,,EMD,0.7,COV,,euclidean,8,,,,,0.75,,,,,,6759.39,0.87,53.76,0.048570414,COMPLETE,1
13,TPE,0.39057,39:20.9,40:13.8,0 days 00:00:52.922697,,KNN,,EMD,0.15,COV,,euclidean,10,,,,,1,,,,,,7310.53,1.32,51.39,0.04833128,COMPLETE,1
14,TPE,0.19672,40:13.8,41:07.6,0 days 00:00:53.778356,,KNN,,EMD,0.95,COV,,minkowski,20,,,,,0.65,,,,,,7771.65,0.36,53.3,0.048790236,COMPLETE,1
15,TPE,0.084127492,41:07.6,42:35.1,0 days 00:01:27.459050,,KNN,15,EMD,0.45,ENT,,manhattan,2,,,,2,0.8,,,,,,,,87.18,,PRUNED,1
16,TPE,0.026684962,42:35.1,43:07.8,0 days 00:00:32.725837,,LR,,EMD,0.45,STAT,,,,,0.981637665,,,0.6,,,,,,,,32.54,,PRUNED,1
17,TPE,0.16184,43:07.8,44:03.2,0 days 00:00:55.374983,,KNN,,WPD,,FRAC,2,euclidean,3,,,,,0.85,,,,0.4,db4,8547.72,0.7,54.54,0.09789712,COMPLETE,1
18,TPE,0.064140609,44:03.2,44:55.7,0 days 00:00:52.489613,,KNN,,EMD,0.05,COV,,euclidean,15,,,,,0.75,,,,,,,,51.86,,PRUNED,1
19,TPE,0.45187,44:55.7,45:57.7,0 days 00:01:02.011595,,KNN,,NONE,,COV,,manhattan,6,,,,,1,,,,,,9205.48,11.43,50.34,0.061146755,COMPLETE,1
20,TPE,0.150600686,45:57.8,46:03.6,0 days 00:00:05.799128,,RF,,NONE,,COV,,,,,,,,1,1010,292,,,,,,0.3,,PRUNED,1
21,TPE,0.51409,46:03.6,46:06.9,0 days 00:00:03.327078,,KNN,,NONE,,COV,,manhattan,6,,,,,0.9,,,,,,9336.45,2.75,0.45,0.039980421,COMPLETE,1
22,TPE,0.54269,46:06.9,46:10.2,0 days 00:00:03.276436,,KNN,,NONE,,COV,,manhattan,5,,,,,0.9,,,,,,9362.17,2.71,0.44,0.038907537,COMPLETE,1
23,TPE,0.57891,46:10.2,46:13.5,0 days 00:00:03.249285,,KNN,,NONE,,COV,,manhattan,4,,,,,0.9,,,,,,9387.89,2.68,0.42,0.040704021,COMPLETE,1
24,TPE,0.57891,46:13.5,46:16.7,0 days 00:00:03.249108,,KNN,,NONE,,COV,,manhattan,4,,,,,0.9,,,,,,9387.89,2.68,0.42,0.044142017,COMPLETE,1
25,TPE,0.074407171,46:16.7,46:47.5,0 days 00:00:30.779219,,LR,,NONE,,FRAC,40,,,,0.016614071,,,0.85,,,,,,,,30.57,,PRUNED,1
26,TPE,0.056316044,46:47.5,47:21.4,0 days 00:00:33.840785,,KNN,,NONE,,STAT,,manhattan,4,,,,,0.95,,,,,,,,32.94,,PRUNED,1
27,TPE,0.323611765,47:21.4,48:55.3,0 days 00:01:33.937715,,KNN,14,NONE,,ENT,,manhattan,1,,,,5,0.8,,,,,,,,93.61,,PRUNED,1
28,TPE,0.54269,48:55.3,48:58.6,0 days 00:00:03.293963,,KNN,,NONE,,COV,,manhattan,5,,,,,0.9,,,,,,9500.6,2.71,0.45,0.037569294,COMPLETE,1
29,TPE,0.161244377,48:58.6,50:26.6,0 days 00:01:28.000807,,RF,1,NONE,,ENT,,,,,,,2,0.95,10,302,,,,,,84.35,,PRUNED,1
30,TPE,0.101137575,50:26.6,50:31.3,0 days 00:00:04.621000,,MLP,,NONE,,COV,,,,0.001194884,,1,,0.95,,,,,,,,0.46,,PRUNED,1
31,TPE,0.54269,50:31.3,50:34.5,0 days 00:00:03.260135,,KNN,,NONE,,COV,,manhattan,5,,,,,0.9,,,,,,9563.94,2.7,0.43,0.03767086,COMPLETE,1
32,TPE,0.57574,50:34.6,50:37.0,0 days 00:00:02.466684,,KNN,,NONE,,COV,,manhattan,4,,,,,0.85,,,,,,9581.64,1.87,0.47,0.038018236,COMPLETE,1
33,TPE,0.17679387,50:37.0,50:38.4,0 days 00:00:01.359155,0.000318859,SVM,,NONE,,COV,,,,,,,,0.85,,,linear,,,,,0.4,,PRUNED,1
34,TPE,0.16517145,50:38.4,51:06.5,0 days 00:00:28.058786,,KNN,,NONE,,FRAC,10,manhattan,1,,,,,0.85,,,,,,,,27.73,,PRUNED,1
35,TPE,0.46853,51:06.5,52:14.5,0 days 00:01:07.990161,,MLP,,NONE,,COV,,,,0.002125769,,509,,0.8,,,,,,9630.88,67.41,0.46,0.039805422,COMPLETE,1
36,TPE,0.040322326,52:14.5,52:15.1,0 days 00:00:00.585322,0.000134716,SVM,,NONE,,STAT,,,,,,,,0.85,,,linear,,,,,0.2,,PRUNED,1
37,TPE,0.5803,52:15.1,52:16.1,0 days 00:00:00.992095,,KNN,,NONE,,COV,,minkowski,3,,,,,0.9,,,,,,9665.86,0.45,0.41,0.040952454,COMPLETE,1
38,TPE,0.199129253,52:16.1,52:17.2,0 days 00:00:01.155003,,LR,,NONE,,COV,,,,,0.775818524,,,0.95,,,,,,,,0.51,,PRUNED,1
39,TPE,0.084555892,52:17.3,54:02.2,0 days 00:01:44.943741,,RF,9,NONE,,ENT,,,,,,,8,0.75,1010,172,,,,,,103.36,,PRUNED,1
40,TPE,0.5803,54:02.2,54:03.1,0 days 00:00:00.909776,,KNN,,NONE,,COV,,minkowski,3,,,,,0.9,,,,,,9724.78,0.36,0.41,0.037879238,COMPLETE,1
41,TPE,0.5803,54:03.1,54:04.1,0 days 00:00:00.937032,,KNN,,NONE,,COV,,minkowski,3,,,,,0.9,,,,,,9724.78,0.38,0.42,0.039019356,COMPLETE,1
42,TPE,0.58546,54:04.1,54:05.1,0 days 00:00:00.999124,,KNN,,NONE,,COV,,minkowski,2,,,,,0.9,,,,,,9750.5,0.4,0.48,0.037857065,COMPLETE,1
43,TPE,0.57262,54:05.1,54:06.2,0 days 00:00:01.087186,,KNN,,NONE,,COV,,minkowski,2,,,,,0.95,,,,,,9788.53,0.4,0.54,0.041833887,COMPLETE,1
44,TPE,0.355486713,54:06.2,55:45.1,0 days 00:01:38.851333,,KNN,,WPD,,WAVE,,minkowski,2,,,,,0.9,,,,0.7,db4,,,98.55,,PRUNED,1
45,TPE,0.339674682,55:45.1,56:50.3,0 days 00:01:05.221713,9.932016253,SVM,,NONE,,COV,,,,,,,,1,,,rbf,,,,,0.31,,PRUNED,1
46,TPE,0.22909824,56:50.3,56:56.1,0 days 00:00:05.836767,,MLP,,NONE,,COV,,,,0.006224028,,5,,0.95,,,,,,,,0.42,,PRUNED,1
47,TPE,0.178872963,56:56.2,57:24.8,0 days 00:00:28.665472,,KNN,,NONE,,FRAC,20,minkowski,3,,,,,0.8,,,,,,,,28.39,,PRUNED,1
48,TPE,0.29797891,57:24.8,59:08.7,0 days 00:01:43.902347,,KNN,,WPD,,WAVE,,minkowski,1,,,,,0.85,,,,0.55,sym9,,,103.66,,PRUNED,1
49,TPE,0.5803,59:08.7,59:09.8,0 days 00:00:01.065956,,KNN,,NONE,,COV,,minkowski,3,,,,,0.9,,,,,,10797.75,0.43,0.49,0.055967827,COMPLETE,1
50,TPE,0.038445012,59:09.8,59:10.2,0 days 00:00:00.375456,,LR,,NONE,,STAT,,,,,0.518708545,,,0.55,,,,,,,,0.2,,PRUNED,1
51,TPE,0.5803,59:10.2,59:11.2,0 days 00:00:00.955037,,KNN,,NONE,,COV,,minkowski,3,,,,,0.9,,,,,,10799.83,0.38,0.44,0.051939983,COMPLETE,1
52,TPE,0.5803,59:11.2,59:12.2,0 days 00:00:01.010877,,KNN,,NONE,,COV,,minkowski,3,,,,,0.9,,,,,,10799.83,0.39,0.48,0.039409647,COMPLETE,1
53,TPE,0.56701,59:12.2,59:13.2,0 days 00:00:01.000975,,KNN,,NONE,,COV,,minkowski,3,,,,,0.95,,,,,,10837.86,0.41,0.44,0.041452656,COMPLETE,1
54,TPE,0.390673625,59:13.2,59:14.0,0 days 00:00:00.809265,,KNN,,NONE,,COV,,minkowski,14,,,,,1,,,,,,,,0.29,,PRUNED,1
55,TPE,0.50143,59:14.0,00:30.9,0 days 00:01:16.893100,,KNN,,WPD,,COV,,minkowski,6,,,,,0.8,,,,0.3,db6,11403.8,0.37,76.41,0.049392481,COMPLETE,1
56,TPE,0.58546,00:31.0,00:31.9,0 days 00:00:00.941956,,KNN,,NONE,,COV,,minkowski,2,,,,,0.9,,,,,,11403.8,0.39,0.41,0.053170462,COMPLETE,1
57,TPE,0.181882737,00:31.9,00:34.5,0 days 00:00:02.547397,,RF,,NONE,,COV,,,,,,,,0.85,510,192,,,,,,0.49,,PRUNED,1
58,TPE,0.54141,00:34.5,01:27.6,0 days 00:00:53.166574,,KNN,,EMD,1,COV,,minkowski,1,,,,,0.9,,,,,,11921.62,0.63,52.39,0.062617807,COMPLETE,1
59,TPE,0.337356233,01:27.7,01:28.3,0 days 00:00:00.664485,,KNN,,NONE,,WAVE,,minkowski,2,,,,,0.95,,,,,,,,0.39,,PRUNED,1
60,TPE,0.439975383,01:28.3,01:29.2,0 days 00:00:00.880751,,KNN,,NONE,,COV,,minkowski,7,,,,,1,,,,,,,,0.32,,PRUNED,1
61,TPE,0.5803,01:29.2,01:30.2,0 days 00:00:00.989098,,KNN,,NONE,,COV,,minkowski,3,,,,,0.9,,,,,,12037.51,0.41,0.44,0.050763388,COMPLETE,1
